target,text
compliment,when you ask your awesome flt attdnt for more H2O bcuz u r so dehydrated and she brings you a whole liter! 
compliment,#firstclass upgrade someone's smiling tonight. Well smiling and #yawning Ã°Å¸ËœÅ¡Ã°Å¸â€™Â¤Ã°Å¸â€™Â¤Ã°Å¸â€™Â¤ Thank you  
compliment,waiting  for my flight home on the always awesome   listening to the always funny  
compliment,Shoutout to  for having me land 30min early and no delays flying into #ohareairport !! #bestplaneride #success
compliment,i would be honored if you please follow back! I heard so many great things about you guys
compliment,Just had the sweetest customer service agent from  \U0001f60a such a doll!
compliment,"58 upgrade requests on the board. Being a lowly platinum, I have no idea how I got upgraded but thank you "
compliment,"shout out to the amazing, friendly, and personable crew on flt 1936 tonight! Also, just FYI, the reading light at 36A did not work."
compliment,Thanks  the the new bag tracker... Could be a great thing! #aa #optimisticpessimist
compliment,shoutout to  for providing me with adele. i've been deprived for a week.
compliment,Thank you  for giving me a ride TO the airport! #realfirstclass 
compliment,"CONGRATULATIONS! #United was the number one U.S major airline for on-time performance in February, even with several weather events"
compliment,Big thanks to  for helping the #WeDC Ambassadors spread the great things happening in DC @ #SXSW 
compliment,We were able to buy some flights for family at amazing prices. Thanks for keeping it competitive &amp; bags fly free! #bagsflyfree
compliment,Thank you for the pleasant flight and free movies 
compliment,great agent who put me on an all UA flight instead of that dreadful  nonsense.  Thanks.
compliment,United Airlines hands out awards for best airport lounges in its network   #airportlounges
compliment,It was a pleasure to fly with  Airlines.. I absolutely liked it ! See you definitely next time again! Thankyou xx
compliment,"Also,  I did want to make it clear that we had a great flight from ORD - SFO and the crew was amazing. But why did you swap planes?"
compliment,just flew Flight 219 Chicago to Honolulu - wonderful flight and AWESOME crew - so friendly and attentive!
compliment,thanks for flying me and the World Series trophy home today on flight 12 DAL to MCI!!
compliment,Finally got some love today  #TSApre must be the new  gear. Thx  
compliment,"On our way home, we ran into the most pleasant flight attendant we have ever encountered, Mr. Chip."
compliment,Shout out to  - just booked fam vacation w points and agent was so helpful and amazing it's why you are best in biz.  #love
compliment,Thanks  for another great flight \U0001f44d\U0001f44d
compliment,"I'm good thanks,  wya  "
compliment,Really hope the  representative IÃ¢â‚¬â„¢m waiting on hold for doesnÃ¢â‚¬â„¢t get on the line before IÃ¢â‚¬â„¢m done listening to MMMBop.
compliment,"Scheduled via BRU on 3/27,SN operated. UA not allowing free change. Delta,AA,Lufthansa group,all allow through 3/28+. Why not UA?"
compliment,not loving an Eclass ticket bkd by mistake but ShawnT at bag drop &amp; KristinaD at LAS gate D41 made it okay. THANK YOU BOTH!
compliment,I was a 1st time flier on your airline this week. Great job! Loved the flight attendants and great service.
compliment,Thanks to  for their immediate assistance! You can always count on  #problemresolved #flyDelta
compliment,Getting #excited  Only three days until we fly with you for our great trip to #America Looking forward to your #hospitality :)
compliment,Big thanks to  support (^KV &amp; ^JD) and   reservations support (Celine) for doing great work to fix my itinerary!
compliment,"Cabo - LAX Ã¢Å“Ë†Ã¯Â¸Â Gracias to ground crew at Cabo Airport, Danny. Very helpful!  Be back soon. "
compliment,Bravo! Thanks  for coming to your senses.
compliment,Thank you  4 helping us get home 4 family emergency where  only offered to charge an extra $400/person to change flight.
compliment,"Watching the IUBB game on my flight back to Indy...thanks  , you know the way to my heart"
compliment,terrific service by Jane in the F cabin on AA3658 from LFT tonight. Love great service by nice FAs. #ThAAnkYou
compliment,My lovely wife arrived home safely from vacation thanks to the crew and support team of  2540!  #AAmazing
compliment,showing someone how awesome your social media response is.  help prove me right?
compliment,Thank you to  for two more smooth flights with great service! 
compliment,Just arrived in London and I have to admit this flight from Miami w/  was one of the best flights I had in years!What a crewÃ°Å¸â€¡ÂºÃ°Å¸â€¡Â¸Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»
compliment,Did a group call with a colleague in route to SFO last night.  Wi-Fi and  were both flawless. It was nothing short of amazing!
compliment,thanks for the flight today
compliment,Just landed a bit ago...now onto the bowling league.  Thanks again!! 
compliment,"Thanks . for getting me home early to surprise my wife on her bday.Also, had to snag a stuffy for the pup. "
compliment,Bernardo thank you for the extra pretzels on flight #757 \u263a\ufe0f  #SouthwestAirlines
compliment,Loved the new A319 plane tonight from FLL to DCA!
compliment,Thanks for straightening that out so quickly. I'll sleep well now!
compliment,was awesome and I couldn't be happier but was wanting to try and get a hotel closer to the
compliment,Very glad that  is available via Twitter. They saw my tweets &amp; helped me out. I should have my bag this evening.
compliment,"We know it's not a easy job, but Mr. Chip really made being nice look easy."
compliment,flight attendants are the absolute best Ã°Å¸Ëœâ€šÃ°Å¸â€˜ÂÃ°Å¸ÂÂ½Ã¢Å“Ë†Ã¯Â¸Â
compliment,It was a great trip with  . #gafesummit thanks
compliment,Thanks  for the lift to the   #hemigram who knew Ontario is also in  
compliment,I love flying  staff is always friendly and just helped me avoid a layover. They are the only one I trust with my fear of flying
compliment,"Landed! Thanks for the first class upgrade  (@ George Bush Intercontinental Airport (IAH) in Houston, TX) "
compliment,"Sorry to leave #NAA16, but grateful for my upgrade to first class...(insert happy dance and man-spread seating pose! Thanks "
compliment,Wow to see  in the  mag made my day. Nicest couple we meet our first week in IAH at wholeF bar 
compliment,"I love SilverKris magazine's feature of Auriga Spa, Capella SingaporeÃ¢â‚¬â„¢s shrine to wellness: Thanks "
compliment,thanks for splitting up my family on our flight.  When I booked we were all together.
compliment,Hey  because I'm such a die hard fan of Delta you could upgrade me to1st class tomorrow to SFO as a thank you!
compliment,I want to thank Maice at the  counter in LGA for giving extra-mile service and finding my lost iPhone on my birthday. Thank you!
compliment,A special shout-out and THANK YOU to all the incredible  agents who rerouted &amp; got me home after my original flight cancelled.\u2764\ufe0f
compliment,"$500 voucher to give up my seat, and still getting to my destination 1.5h earlier. Thanks,  #ilm #yyz"
compliment,Thank you to the crew of  #AA104 for flying through some tricky weather so we could make our vacation connection!!
compliment,Cheers to the  managers in the Burbank airport who stayed with a sweet elderly customer until his wheelchair arrived.
compliment,I'm not Ã¢Å“Ë†Ã¯Â¸ÂÃ¢Å“Ë†Ã¯Â¸Âing w/you today. Just thinking about how amazing you are.
compliment,"what would have and should be one of the best experiences of my lifetime. So THANKS, I will make sure to tell everyone I know"
compliment,Oh thanks Ã°Å¸ËœÂ  
compliment,Thank you  for demonstrating your compassion for victims of violent crimes and working with them when the unimaginable occurs
compliment,"Since most hate on airlines, I have to say  is the best, and I fly them exclusively. Great service and experience consistently."
compliment,"Props for customer service. Had an issue, they made it right."
compliment,beautiful day in Dallas! great crew on #flight1243 thank you!
compliment,"After numerous flight delays today,  is finally getting me off on my final #jetsÃ¢â‚¬Â¦ "
compliment,I spoke to Carolyn in Charlotte and she was a dreamÃ¢â‚¬Â¦ I'm still highly irritated but her customer service was A++ 
compliment,Your costumer service is awesome!!!! \U0001f499flying SW\U0001f499 best airline ever- CR happy time!
compliment,Can't begin to explain how much  and  helped me out today. Incredible customer service from both. Thank you so much.
compliment,"...as a pioneer in customer service, suggestion is to set up a rent-a-cot section in your terminal. For those delayed flights."
compliment,Solid customer service from  agent Holly tried and tried until she got me on a flight tmrw #margtime 
compliment,My  customer relations reply was so canned it ended up in SPAM. Can't wait to fly     again soon.
compliment,Thank you  Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡ My golf bag is still stuck in Newark! Nice way to start a 3 days vacation in 
compliment,"Joanie on our 620pm flight from DFW-SAN made our flight, she was the best!"
compliment,Thank you  for the flawless flight \u2708Atl to Calgary for the  Conference!  \u2764\u2764\u2764 the Stroopwafel!
compliment,Thanks  for the complimentary concert snacks  Pleasant surprise. 
compliment,"Support for the Zags at 35,000 feet.    Thank you   #ZagsinDenver "
compliment,Thanks for the great commute. Keep up the good work!
compliment,Kudos to  crew on flight 2902 for getting us off the ground and headed home at end of long day.
compliment,Outstanding customer service from   ! So helpful and understanding of my ESTA situation. Hopefully will be flying tomorrow
compliment,How  Conquers the Awkward Line Between Social Media Marketing &amp; Customer Care #custserv   via 
compliment,"Scheduled via BRU on 3/27,SN operated. UA not allowing free change. Delta,AA,Lufthansa group,all allow through 3/28+. Why not UA?"
compliment,Thank you  team members Armando and Libette of  You completely turned around a challenging travel day. #GameChangers
compliment,See  in #ATL 4/12 &amp; MAYBE New Orleans thanks to  win at 5:40 today - 
compliment,So glad to this 60min ground hold on the Tarmac and not in the terminal.  why??
compliment,My first trip with  my new local airline. So far so good \U0001f60a
compliment,So impressed by Capt Gary Robinson on  1944: addresses fliers from the front &amp; gracious leadership @ his checkin mtg w/ inflight crew
compliment,never good to have travel plans change at the airport but a shout out to Sue M.  for great service
compliment,First time to fly with  \U0001f60d #AwesomeExperience
